"ADV-Text1","Erreger","NRL"
"Salmonella Schwerin","Salmonella Schwerin","NRL-Salm"
"Salmonella Sculcoates","Salmonella Sculcoates","NRL-Salm"
"Salmonella Seattle","Salmonella Seattle","NRL-Salm"
"Salmonella Sedgwick","Salmonella Sedgwick","NRL-Salm"
"Salmonella Seegefeld","Salmonella Seegefeld","NRL-Salm"
"Salmonella Sekondi","Salmonella Sekondi","NRL-Salm"
"Salmonella Selby","Salmonella Selby","NRL-Salm"
"Salmonella Sendai","Salmonella Sendai","NRL-Salm"
"Salmonella Senegal","Salmonella Senegal","NRL-Salm"
"Salmonella Senftenberg H:S-","Salmonella Senftenberg","NRL-Salm"
"Salmonella Senneville","Salmonella Senneville","NRL-Salm"
"Salmonella Serrekunda","Salmonella Serrekunda","NRL-Salm"
"Salmonella Shamba","Salmonella Shamba","NRL-Salm"
"Salmonella Shangani","Salmonella Shangani","NRL-Salm"
"Salmonella Shangani O:10-,15+","Salmonella Shangani","NRL-Salm"
"Salmonella Shanghai","Salmonella Shanghai","NRL-Salm"
"Salmonella Shannon","Salmonella Shannon","NRL-Salm"
"Salmonella Sharon","Salmonella Sharon","NRL-Salm"
"Salmonella Sheffield","Salmonella Sheffield","NRL-Salm"
"Salmonella Sherbrooke","Salmonella Sherbrooke","NRL-Salm"
"Salmonella Shikmonah","Salmonella Shikmonah","NRL-Salm"
"Salmonella Shipley","Salmonella Shipley","NRL-Salm"
"Salmonella Shomolu","Salmonella Shomolu","NRL-Salm"
"Salmonella Shoreditch","Salmonella Shoreditch","NRL-Salm"
"Salmonella Shubra","Salmonella Shubra","NRL-Salm"
"Salmonella Sica","Salmonella Sica","NRL-Salm"
"Salmonella Simi","Salmonella Simi","NRL-Salm"
"Salmonella Sinchew","Salmonella Sinchew","NRL-Salm"
"Salmonella Sindelfingen","Salmonella Sindelfingen","NRL-Salm"
"Salmonella Singapore","Salmonella Singapore","NRL-Salm"
"Salmonella Sinthia","Salmonella Sinthia","NRL-Salm"
"Salmonella Sipane","Salmonella Sipane","NRL-Salm"
"Salmonella Skansen","Salmonella Skansen","NRL-Salm"
"Salmonella Slade","Salmonella Slade","NRL-Salm"
"Salmonella Sljeme","Salmonella Sljeme","NRL-Salm"
"Salmonella Sloterdijk","Salmonella Sloterdijk","NRL-Salm"
"Salmonella Soahanina","Salmonella Soahanina","NRL-Salm"
"Salmonella Soerenga","Salmonella Soerenga","NRL-Salm"
"Salmonella Sokode","Salmonella Sokode","NRL-Salm"
"Salmonella Solna","Salmonella Solna","NRL-Salm"
"Salmonella Solt","Salmonella Solt","NRL-Salm"
"Salmonella Somone","Salmonella Somone","NRL-Salm"
"Salmonella Soumbedioune","Salmonella Soumbedioune","NRL-Salm"
"Salmonella Southampton","Salmonella Southampton","NRL-Salm"
"Salmonella Southbank","Salmonella Southbank","NRL-Salm"
"Salmonella Southbank H:1+,6+","Salmonella Southbank","NRL-Salm"
"Salmonella Southbank Pt15,Pt34","Salmonella Southbank","NRL-Salm"
"Salmonella Souza","Salmonella Souza","NRL-Salm"
"Salmonella Souza O:10-,15+","Salmonella Souza","NRL-Salm"
"Salmonella Spalentor","Salmonella Spalentor","NRL-Salm"
"Salmonella Spartel","Salmonella Spartel","NRL-Salm"
"Salmonella Splott","Salmonella Splott","NRL-Salm"
"Salmonella Stachus","Salmonella Stachus","NRL-Salm"
"Salmonella Stanley","Salmonella Stanley","NRL-Salm"
"Salmonella Stanleyville O:5-","Salmonella Stanleyville","NRL-Salm"
"Salmonella Staoueli","Salmonella Staoueli","NRL-Salm"
"Salmonella Steinplatz","Salmonella Steinplatz","NRL-Salm"
"Salmonella Steinwerder","Salmonella Steinwerder","NRL-Salm"
"Salmonella Stellingen","Salmonella Stellingen","NRL-Salm"
"Salmonella Stendal","Salmonella Stendal","NRL-Salm"
"Salmonella Sternschanze","Salmonella Sternschanze","NRL-Salm"
"Salmonella Sterrenbos","Salmonella Sterrenbos","NRL-Salm"
"Salmonella Stockholm O:10-,15+","Salmonella Stockholm","NRL-Salm"
"Salmonella Stoneferry","Salmonella Stoneferry","NRL-Salm"
"Salmonella Stormont","Salmonella Stormont","NRL-Salm"
"Salmonella Stourbridge","Salmonella Stourbridge","NRL-Salm"
"Salmonella Straengnaes","Salmonella Straengnaes","NRL-Salm"
"Salmonella Strasbourg","Salmonella Strasbourg","NRL-Salm"
"Salmonella Stratford","Salmonella Stratford","NRL-Salm"
"Salmonella Strathcona","Salmonella Strathcona","NRL-Salm"
"Salmonella Stuivenberg","Salmonella Stuivenberg","NRL-Salm"
"Salmonella Stuttgart","Salmonella Stuttgart","NRL-Salm"
"Salmonella Stuttgart O:14+","Salmonella Stuttgart","NRL-Salm"
"Salmonella Suberu","Salmonella Suberu","NRL-Salm"
"Salmonella Sudan","Salmonella Sudan","NRL-Salm"
"Salmonella Suelldorf","Salmonella Suelldorf","NRL-Salm"
"Salmonella Sundsvall","Salmonella Sundsvall","NRL-Salm"
"Salmonella Sunnycove","Salmonella Sunnycove","NRL-Salm"
"Salmonella Surat","Salmonella Surat","NRL-Salm"
"Salmonella Surrey","Salmonella Surrey","NRL-Salm"
"Salmonella Svedvi","Salmonella Svedvi","NRL-Salm"
"Salmonella Sya","Salmonella Sya","NRL-Salm"
"Salmonella Sya H:Z6-","Salmonella Sya","NRL-Salm"
"Salmonella Sylvania","Salmonella Sylvania","NRL-Salm"
"Salmonella Sylvania O:1+,25+","Salmonella Sylvania","NRL-Salm"
"Salmonella Szentes","Salmonella Szentes","NRL-Salm"
"Salmonella Tabligbo","Salmonella Tabligbo","NRL-Salm"
"Salmonella Tado","Salmonella Tado","NRL-Salm"
"Salmonella Tafo","Salmonella Tafo","NRL-Salm"
"Salmonella Takoradi","Salmonella Takoradi","NRL-Salm"
"Salmonella Taksony","Salmonella Taksony","NRL-Salm"
"Salmonella Tallahassee","Salmonella Tallahassee","NRL-Salm"
"Salmonella Tamale","Salmonella Tamale","NRL-Salm"
"Salmonella Tambacounda","Salmonella Tambacounda","NRL-Salm"
"Salmonella Tamberma","Salmonella Tamberma","NRL-Salm"
"Salmonella Tamilnadu","Salmonella Tamilnadu","NRL-Salm"
"Salmonella Tampico","Salmonella Tampico","NRL-Salm"
"Salmonella Tananarive","Salmonella Tananarive","NRL-Salm"
"Salmonella Tanger","Salmonella Tanger","NRL-Salm"
"Salmonella Tanzania","Salmonella Tanzania","NRL-Salm"
"Salmonella Tarshyne","Salmonella Tarshyne","NRL-Salm"
"Salmonella Taset","Salmonella Taset","NRL-Salm"
"Salmonella Taunton","Salmonella Taunton","NRL-Salm"
"Salmonella Taylor","Salmonella Taylor","NRL-Salm"
"Salmonella Tchad","Salmonella Tchad","NRL-Salm"
"Salmonella Tchamba","Salmonella Tchamba","NRL-Salm"
"Salmonella Techimani","Salmonella Techimani","NRL-Salm"
"Salmonella Teddington","Salmonella Teddington","NRL-Salm"
"Salmonella Tees","Salmonella Tees","NRL-Salm"
"Salmonella Tejas","Salmonella Tejas","NRL-Salm"
"Salmonella Teko","Salmonella Teko","NRL-Salm"
"Salmonella Telaviv","Salmonella Telaviv","NRL-Salm"
"Salmonella Telelkebir","Salmonella Telelkebir","NRL-Salm"
"Salmonella Telhashomer","Salmonella Telhashomer","NRL-Salm"
"Salmonella Teltow","Salmonella Teltow","NRL-Salm"
"Salmonella Tema","Salmonella Tema","NRL-Salm"
"Salmonella Tennenlohe","Salmonella Tennenlohe","NRL-Salm"
"Salmonella Tennessee O:14+","Salmonella Tennessee","NRL-Salm"
"Salmonella Tennyson","Salmonella Tennyson","NRL-Salm"
"Salmonella Teshie","Salmonella Teshie","NRL-Salm"
"Salmonella Texas","Salmonella Texas","NRL-Salm"
"Salmonella Thayngen","Salmonella Thayngen","NRL-Salm"
"Salmonella Thetfort","Salmonella Thetfort","NRL-Salm"
"Salmonella Thiaroye","Salmonella Thiaroye","NRL-Salm"
"Salmonella Thies","Salmonella Thies","NRL-Salm"
"Salmonella Thompson O:14+","Salmonella Thompson","NRL-Salm"
"Salmonella Tibati","Salmonella Tibati","NRL-Salm"
"Salmonella Tienba","Salmonella Tienba","NRL-Salm"
"Salmonella Tiergarten","Salmonella Tiergarten","NRL-Salm"
"Salmonella Tiko","Salmonella Tiko","NRL-Salm"
"Salmonella Tilburg","Salmonella Tilburg","NRL-Salm"
"Salmonella Tilene","Salmonella Tilene","NRL-Salm"
"Salmonella Tinda","Salmonella Tinda","NRL-Salm"
"Salmonella Tione","Salmonella Tione","NRL-Salm"
"Salmonella Togba","Salmonella Togba","NRL-Salm"
"Salmonella Togo","Salmonella Togo","NRL-Salm"
"Salmonella Tokoin","Salmonella Tokoin","NRL-Salm"
"Salmonella Tomegbe","Salmonella Tomegbe","NRL-Salm"
"Salmonella Tomelilla","Salmonella Tomelilla","NRL-Salm"
"Salmonella Tonev","Salmonella Tonev","NRL-Salm"
"Salmonella Toowong","Salmonella Toowong","NRL-Salm"
"Salmonella Torhout","Salmonella Torhout","NRL-Salm"
"Salmonella Toricada","Salmonella Toricada","NRL-Salm"
"Salmonella Tornow","Salmonella Tornow","NRL-Salm"
"Salmonella Tornow H:T+","Salmonella Tornow","NRL-Salm"
"Salmonella Toronto","Salmonella Toronto","NRL-Salm"
"Salmonella Toucra","Salmonella Toucra","NRL-Salm"
"Salmonella Toulon","Salmonella Toulon","NRL-Salm"
"Salmonella Tounouma","Salmonella Tounouma","NRL-Salm"
"Salmonella Tours","Salmonella Tours","NRL-Salm"
"Salmonella Trachau","Salmonella Trachau","NRL-Salm"
"Salmonella Transvaal","Salmonella Transvaal","NRL-Salm"
"Salmonella Travis","Salmonella Travis","NRL-Salm"
"Salmonella Treforest","Salmonella Treforest","NRL-Salm"
"Salmonella Treguier","Salmonella Treguier","NRL-Salm"
"Salmonella Trier","Salmonella Trier","NRL-Salm"
"Salmonella Trimdon","Salmonella Trimdon","NRL-Salm"
"Salmonella Tripoli","Salmonella Tripoli","NRL-Salm"
"Salmonella Trotha","Salmonella Trotha","NRL-Salm"
"Salmonella Truro","Salmonella Truro","NRL-Salm"
"Salmonella Tschangu","Salmonella Tschangu","NRL-Salm"
"Salmonella Tsevie","Salmonella Tsevie","NRL-Salm"
"Salmonella Tshiongwe","Salmonella Tshiongwe","NRL-Salm"
"Salmonella Tucson","Salmonella Tucson","NRL-Salm"
"Salmonella Tudu","Salmonella Tudu","NRL-Salm"
"Salmonella Tumodi","Salmonella Tumodi","NRL-Salm"
"Salmonella Tunis","Salmonella Tunis","NRL-Salm"
"Salmonella Typhisuis","Salmonella Typhisuis","NRL-Salm"
"Salmonella Typhisuis v. Voldagsen","Salmonella Typhisuis","NRL-Salm"
"Salmonella Tyresoe","Salmonella Tyresoe","NRL-Salm"
"Salmonella Tyresoe O:1+;O:27+","Salmonella Tyresoe","NRL-Salm"
"Salmonella Uccle","Salmonella Uccle","NRL-Salm"
"Salmonella Uganda","Salmonella Uganda","NRL-Salm"
"Salmonella Uganda O:10-,15+","Salmonella Uganda","NRL-Salm"
"Salmonella Ughelli","Salmonella Ughelli","NRL-Salm"
"Salmonella Uhlenhorst","Salmonella Uhlenhorst","NRL-Salm"
"Salmonella Uithof","Salmonella Uithof","NRL-Salm"
"Salmonella Ullevi","Salmonella Ullevi","NRL-Salm"
"Salmonella Umbilo","Salmonella Umbilo","NRL-Salm"
"Salmonella Umhlali","Salmonella Umhlali","NRL-Salm"
"Salmonella Umhlatazana","Salmonella Umhlatazana","NRL-Salm"
"Salmonella Uno","Salmonella Uno","NRL-Salm"
"Salmonella Uppsala","Salmonella Uppsala","NRL-Salm"
"Salmonella Urbana","Salmonella Urbana","NRL-Salm"
"Salmonella Urbana H:E-,N-,X-","Salmonella Urbana","NRL-Salm"
"Salmonella Ursenbach","Salmonella Ursenbach","NRL-Salm"
"Salmonella Usumbura","Salmonella Usumbura","NRL-Salm"
"Salmonella Usumbura O:6+,14+","Salmonella Usumbura","NRL-Salm"
"Salmonella Utah","Salmonella Utah","NRL-Salm"
"Salmonella Utrecht","Salmonella Utrecht","NRL-Salm"
"Salmonella Uzaramo","Salmonella Uzaramo","NRL-Salm"
"Salmonella V 1,13,22:i:-","Salmonella V","NRL-Salm"
"Salmonella V 1,40:z35:-","Salmonella V","NRL-Salm"
"Salmonella V 13,22:r:-","Salmonella V","NRL-Salm"
"Salmonella V 13,22:z39:-","Salmonella V","NRL-Salm"
"Salmonella V 40:z81:-","Salmonella V","NRL-Salm"
"Salmonella V 44:r:-","Salmonella V","NRL-Salm"
"Salmonella V 44:z39:-","Salmonella V","NRL-Salm"
"Salmonella V 48:b:-","Salmonella V","NRL-Salm"
"Salmonella V 48:i:-","Salmonella V","NRL-Salm"
"Salmonella V 48:z35:-","Salmonella V","NRL-Salm"
"Salmonella V 48:z39:-","Salmonella V","NRL-Salm"
"Salmonella V 48:z41:-","Salmonella V","NRL-Salm"
"Salmonella V 48:z65:-","Salmonella V","NRL-Salm"
"Salmonella V 48:z81:-","Salmonella V","NRL-Salm"
"Salmonella V 60:z41:-","Salmonella V","NRL-Salm"
"Salmonella V 61:z35:-","Salmonella V","NRL-Salm"
"Salmonella V 66:z35:-","Salmonella V","NRL-Salm"
"Salmonella V 66:z39:-","Salmonella V","NRL-Salm"
"Salmonella V 66:z41:-","Salmonella V","NRL-Salm"
"Salmonella V 66:z65:-","Salmonella V","NRL-Salm"
"Salmonella V 66:z81:-","Salmonella V","NRL-Salm"
"Salmonella Vaertan","Salmonella Vaertan","NRL-Salm"
"Salmonella Valdosta","Salmonella Valdosta","NRL-Salm"
"Salmonella Vancouver","Salmonella Vancouver","NRL-Salm"
"Salmonella Vanier","Salmonella Vanier","NRL-Salm"
"Salmonella Vaugirard","Salmonella Vaugirard","NRL-Salm"
"Salmonella Vegesack","Salmonella Vegesack","NRL-Salm"
"Salmonella Vejle","Salmonella Vejle","NRL-Salm"
"Salmonella Vejle O:10-,15+","Salmonella Vejle","NRL-Salm"
"Salmonella Vellore","Salmonella Vellore","NRL-Salm"
"Salmonella Veneziana","Salmonella Veneziana","NRL-Salm"
"Salmonella Verona","Salmonella Verona","NRL-Salm"
"Salmonella Verviers","Salmonella Verviers","NRL-Salm"
"Salmonella VI 1,6,14,25:a:e,n,x","Salmonella VI","NRL-Salm"
"Salmonella VI 1,6,14,25:z10:1,2,7","Salmonella VI","NRL-Salm"
"Salmonella VI 1,6,14:a:1,5","Salmonella VI","NRL-Salm"
"Salmonella VI 11:a:1,5","Salmonella VI","NRL-Salm"
"Salmonella VI 11:b:1,7","Salmonella VI","NRL-Salm"
"Salmonella VI 11:b:e,n,x","Salmonella VI","NRL-Salm"
"Salmonella VI 41:b:1,7","Salmonella VI","NRL-Salm"
"Salmonella VI 45:a:e,n,x","Salmonella VI","NRL-Salm"
"Salmonella VI 48:z10:1,5","Salmonella VI","NRL-Salm"
"Salmonella VI 50:l,v:z67","Salmonella VI","NRL-Salm"
"Salmonella VI 6,14:a:1,5","Salmonella VI","NRL-Salm"
"Salmonella VI 6,7:z41:1,7","Salmonella VI","NRL-Salm"
"Salmonella Victoriaborg","Salmonella Victoriaborg","NRL-Salm"
"Salmonella Vietnam","Salmonella Vietnam","NRL-Salm"
"Salmonella Vilvoorde","Salmonella Vilvoorde","NRL-Salm"
"Salmonella Vinohrady","Salmonella Vinohrady","NRL-Salm"
"Salmonella Virginia","Salmonella Virginia","NRL-Salm"
"Salmonella Visby","Salmonella Visby","NRL-Salm"
"Salmonella Vitkin","Salmonella Vitkin","NRL-Salm"
"Salmonella Vleuten","Salmonella Vleuten","NRL-Salm"
"Salmonella Vogan","Salmonella Vogan","NRL-Salm"
"Salmonella Volkmarsdorf","Salmonella Volkmarsdorf","NRL-Salm"
"Salmonella Volta","Salmonella Volta","NRL-Salm"
"Salmonella Vom","Salmonella Vom","NRL-Salm"
"Salmonella Voulte","Salmonella Voulte","NRL-Salm"
"Salmonella Vridi","Salmonella Vridi","NRL-Salm"
"Salmonella Vuadens","Salmonella Vuadens","NRL-Salm"
"Salmonella Wa","Salmonella Wa","NRL-Salm"
"Salmonella Waedenswil","Salmonella Waedenswil","NRL-Salm"
"Salmonella Wagadugu","Salmonella Wagadugu","NRL-Salm"
"Salmonella Wagenia","Salmonella Wagenia","NRL-Salm"
"Salmonella Wanatah","Salmonella Wanatah","NRL-Salm"
"Salmonella Wandsworth","Salmonella Wandsworth","NRL-Salm"
"Salmonella Wangata","Salmonella Wangata","NRL-Salm"
"Salmonella Waral","Salmonella Waral","NRL-Salm"
"Salmonella Warengo","Salmonella Warengo","NRL-Salm"
"Salmonella Warmsen","Salmonella Warmsen","NRL-Salm"
"Salmonella Warnemuende","Salmonella Warnemuende","NRL-Salm"
"Salmonella Warnow","Salmonella Warnow","NRL-Salm"
"Salmonella Warragul","Salmonella Warragul","NRL-Salm"
"Salmonella Warri","Salmonella Warri","NRL-Salm"
"Salmonella Washington","Salmonella Washington","NRL-Salm"
"Salmonella Waycross","Salmonella Waycross","NRL-Salm"
"Salmonella Wayne","Salmonella Wayne","NRL-Salm"
"Salmonella Wedding","Salmonella Wedding","NRL-Salm"
"Salmonella Welikade","Salmonella Welikade","NRL-Salm"
"Salmonella Weltevreden O:10-,15+","Salmonella Weltevreden","NRL-Salm"
"Salmonella Wenatchee","Salmonella Wenatchee","NRL-Salm"
"Salmonella Wentworth","Salmonella Wentworth","NRL-Salm"
"Salmonella Wernigerode","Salmonella Wernigerode","NRL-Salm"
"Salmonella Weslaco","Salmonella Weslaco","NRL-Salm"
"Salmonella Westafrica","Salmonella Westafrica","NRL-Salm"
"Salmonella Westeinde","Salmonella Westeinde","NRL-Salm"
"Salmonella Westerstede","Salmonella Westerstede","NRL-Salm"
"Salmonella Westerstede H:E-,N-,X-","Salmonella Westerstede","NRL-Salm"
"Salmonella Westhampton O:10-,15+","Salmonella Westhampton","NRL-Salm"
"Salmonella Westhampton O:10-,15+,34+","Salmonella Westhampton","NRL-Salm"
"Salmonella Westminster","Salmonella Westminster","NRL-Salm"
"Salmonella Westminster O:10-,15+","Salmonella Westminster","NRL-Salm"
"Salmonella Weston","Salmonella Weston","NRL-Salm"
"Salmonella Westphalia","Salmonella Westphalia","NRL-Salm"
"Salmonella Weybridge","Salmonella Weybridge","NRL-Salm"
"Salmonella Wichita","Salmonella Wichita","NRL-Salm"
"Salmonella Widemarsh","Salmonella Widemarsh","NRL-Salm"
"Salmonella Wien","Salmonella Wien","NRL-Salm"
"Salmonella Wil","Salmonella Wil","NRL-Salm"
"Salmonella Wilhelmsburg","Salmonella Wilhelmsburg","NRL-Salm"
"Salmonella Wilhelmsburg O:5+","Salmonella Wilhelmsburg","NRL-Salm"
"Salmonella Willemstad","Salmonella Willemstad","NRL-Salm"
"Salmonella Wilmington","Salmonella Wilmington","NRL-Salm"
"Salmonella Wimborne","Salmonella Wimborne","NRL-Salm"
"Salmonella Windermere","Salmonella Windermere","NRL-Salm"
"Salmonella Wingrove","Salmonella Wingrove","NRL-Salm"
"Salmonella Winneba","Salmonella Winneba","NRL-Salm"
"Salmonella Winnipeg","Salmonella Winnipeg","NRL-Salm"
"Salmonella Winston","Salmonella Winston","NRL-Salm"
"Salmonella Winterthur","Salmonella Winterthur","NRL-Salm"
"Salmonella Wippra","Salmonella Wippra","NRL-Salm"
"Salmonella Wisbech","Salmonella Wisbech","NRL-Salm"
"Salmonella Wohlen","Salmonella Wohlen","NRL-Salm"
"Salmonella Woodhull","Salmonella Woodhull","NRL-Salm"
"Salmonella Woodinville","Salmonella Woodinville","NRL-Salm"
"Salmonella Worb","Salmonella Worb","NRL-Salm"
"Salmonella Worthington","Salmonella Worthington","NRL-Salm"
"Salmonella Wuiti","Salmonella Wuiti","NRL-Salm"
"Salmonella Wuppertal","Salmonella Wuppertal","NRL-Salm"
"Salmonella Wyldegreen","Salmonella Wyldegreen","NRL-Salm"
"Salmonella Yaba","Salmonella Yaba","NRL-Salm"
"Salmonella Yaba O:10-,15+","Salmonella Yaba","NRL-Salm"
"Salmonella Yalding","Salmonella Yalding","NRL-Salm"
"Salmonella Yaounde","Salmonella Yaounde","NRL-Salm"
"Salmonella Yardley","Salmonella Yardley","NRL-Salm"
"Salmonella Yarm","Salmonella Yarm","NRL-Salm"
"Salmonella Yarrabah","Salmonella Yarrabah","NRL-Salm"
"Salmonella Yeerongpilly","Salmonella Yeerongpilly","NRL-Salm"
"Salmonella Yehuda","Salmonella Yehuda","NRL-Salm"
"Salmonella Yekepa","Salmonella Yekepa","NRL-Salm"
"Salmonella Yenne","Salmonella Yenne","NRL-Salm"
"Salmonella Yerba","Salmonella Yerba","NRL-Salm"
"Salmonella Yoff","Salmonella Yoff","NRL-Salm"
"Salmonella Yokoe","Salmonella Yokoe","NRL-Salm"
"Salmonella Yokoe O:20+","Salmonella Yokoe","NRL-Salm"
"Salmonella Yolo","Salmonella Yolo","NRL-Salm"
"Salmonella Yolo H:E+,N+,Z15+","Salmonella Yolo","NRL-Salm"
"Salmonella Yombesali","Salmonella Yombesali","NRL-Salm"
"Salmonella Yopougon","Salmonella Yopougon","NRL-Salm"
"Salmonella Yoruba","Salmonella Yoruba","NRL-Salm"
"Salmonella Yovokome","Salmonella Yovokome","NRL-Salm"
"Salmonella Yovokome O:20+","Salmonella Yovokome","NRL-Salm"
"Salmonella Yundum","Salmonella Yundum","NRL-Salm"
"Salmonella Zadar","Salmonella Zadar","NRL-Salm"
"Salmonella Zaiman","Salmonella Zaiman","NRL-Salm"
"Salmonella Zaire","Salmonella Zaire","NRL-Salm"
"Salmonella Zanzibar","Salmonella Zanzibar","NRL-Salm"
"Salmonella Zanzibar O:10-,15+","Salmonella Zanzibar","NRL-Salm"
"Salmonella Zaria","Salmonella Zaria","NRL-Salm"
"Salmonella Zega","Salmonella Zega","NRL-Salm"
"Salmonella Zehlendorf","Salmonella Zehlendorf","NRL-Salm"
"Salmonella Zerifin","Salmonella Zerifin","NRL-Salm"
"Salmonella Zigong","Salmonella Zigong","NRL-Salm"
"Salmonella Zinder","Salmonella Zinder","NRL-Salm"
"Salmonella Zongo","Salmonella Zongo","NRL-Salm"
"Salmonella Zuilen","Salmonella Zuilen","NRL-Salm"
"Salmonella Zwickau","Salmonella Zwickau","NRL-Salm"
"Salmonella Sp.","Salmonella Sp.","NRL-Salm"
"Salmonella Aachen","Salmonella Aachen","NRL-Salm"
"Salmonella Aarhus","Salmonella Aarhus","NRL-Salm"
"Genus Hafnia","Hafnia",
"Hafnia alvei","Hafnia",
"Genus Pantoea","Pantoea",
"Pantoea agglomerans","Pantoea",
"Gruppe gramnegativer aerober oder mikroaerophiler Stäbchen",,
"Genus Pseudomonas","Pseudomonas",
"Pseudomonas aeruginosa","Pseudomonas",
"Pseudomonas fluorescens","Pseudomonas",
"Pseudomonas putida","Pseudomonas",
"Ralstonia pickettii","Ralstonia",
"Genus Brucella","Brucella",
"Brucella melitensis","Brucella",
"Genus Legionella","Legionella",
"Legionella pneumophila","Legionella",
"Genus Acinetobacter","Acinetobacter",
"Genus Alcaligenes","Alcaligenes",
"Alcaligenes xylosoxidans","Alcaligenes",
"Genus Moraxella","Moraxella",
"Genus Ochrobactrum","Ochrobactrum",
"Ochrobactrum anthropi","Ochrobactrum",
"Genus Burkholderia","Burkholderia",
"Burkholderia cepacia","Burkholderia",
"Genus Francisella","Francisella",
"Francisella tularensis","Francisella",
"Gruppe nichtsporenbildender grampositiver Stäbchen",,
"Genus Lactobacillus","Lactobacillus",
"Genus Listeria","Listeria","NRL-Listeria"
"Listeria monocytogenes","Listeria","NRL-Listeria"
"Listeria denitrificans","Listeria","NRL-Listeria"
"Listeria grayi","Listeria","NRL-Listeria"
"Listeria innocua","Listeria","NRL-Listeria"
"Listeria ivanovii","Listeria","NRL-Listeria"
"Listeria murrayi","Listeria","NRL-Listeria"
"Listeria seeligeri","Listeria","NRL-Listeria"
"Listeria welshimeri","Listeria","NRL-Listeria"
"Apathogene Listerien","Listeria","NRL-Listeria"
"Genus Actinomyces Corynebacterium","Actinomyces",
"Actinomyces bovis","Actinomyces",
"Arcanobacterium pyogenes (Apy)","Arcanobacterium",
"Genus Erysipelothrix","Erysipelothrix",
"Erysipelothrix rhusiopathiae","Erysipelothrix",
"Genus Brochothrix","Brochothrix",
"Brochothrix thermosphacta","Brochothrix",
"Genus Carnobacterium","Carnobacterium",
"Gruppe der Mykobakterien",,
"Genus Mycobacterium","Mycobacterium",
"Mycobacterium tuberculocis","Mycobacterium",
"Mycobacterium bovis","Mycobacterium",
"Mycobacterium avium","Mycobacterium",
"Atypische Mykobakterien","Mycobacterium",
"Gruppe endosporenbildender grampositiver Stäbchen",,
"Genus Bacillus","Bacillus","Bacillus"
"Bacillus cereus","Bacillus","Bacillus"
"Bacillus licheniformis","Bacillus","Bacillus"
"Bacillus subtilis","Bacillus","Bacillus"
"Bacillus stearothermophilus","Bacillus","Bacillus"
"Bacillus megaterium","Bacillus","Bacillus"
"Bacillus anthracis","Bacillus","Bacillus"
"Bacillus larvae","Bacillus","Bacillus"
"Bacillus alvei","Bacillus","Bacillus"
"Bacillus sphaericus","Bacillus","Bacillus"
"Bacillus thuringiensis","Bacillus","Bacillus"
"Bacillus cereus praesumtiv","Bacillus","Bacillus"
"Bacillus cytotoxicus","Bacillus","Bacillus"
"Bacillus cereus Diarrhoe-Toxin - Toxinbildner","Bacillus","Bacillus"
"Bacillus cereus emetisches Toxin - Toxinbildner","Bacillus","Bacillus"
"Genus Clostridium","Clostridium","Clostridium"
"Clostridium botulinum","Clostridium","Clostridium"
"Clostridium perfringens","Clostridium","Clostridium"
"Clostridium sporogenes","Clostridium","Clostridium"
"Clostridium tetani","Clostridium","Clostridium"
"Clostridien -  Sulfit reduzierende","Clostridium","Clostridium"
"Clostridien - Sulfit reduzierende mesophile","Clostridium","Clostridium"
"Clostridien - Sulfit reduzierende psychrophile","Clostridium","Clostridium"
"Clostridien - Sulfit reduzierende thermophile","Clostridium","Clostridium"
"Clostridium perfringens - Toxinbildner","Clostridium","Clostridium"
"Clostridium spp., Neurotoxin A-Bildner","Clostridium","Clostridium"
"Clostridium spp., Neurotoxin B-Bildner","Clostridium","Clostridium"
"Clostridium spp., Neurotoxin E-Bildner","Clostridium","Clostridium"
"Clostridium spp., Neurotoxin F-Bildner","Clostridium","Clostridium"
"Clostridium difficile","Clostridium","Clostridium"
"Gruppe grampositiver Kokken",,
"Genus Micrococcus","Micrococcus",
"Genus Staphylococcus","Staphylococcus","NRL-Staph"
"Genus Staphylococcus - koagulasepositiv","Staphylococcus","NRL-Staph"
"Genus Staphylococcus - koagulasenegativ","Staphylococcus","NRL-Staph"
"Staphylococcus aureus","Staphylococcus","NRL-Staph"
"Staphylococcus aureus - Toxinbildner","Staphylococcus","NRL-Staph"
"Staphylococcus aureus - Thermonukleasebildner","Staphylococcus","NRL-Staph"
"Staphylococcus aureus - koagulasepositiv","Staphylococcus","NRL-Staph"
"Staphylococcus aureus, MRSA verdächtig","Staphylococcus","NRL-Staph"
"Staphylococcus aureus, MRSA positiv","Staphylococcus","NRL-Staph"
"Genus Streptococcus","Streptococcus",
"Streptococcus pyogenes","Streptococcus",
"Streptococcus agalactiae","Streptococcus",
"Streptococcus lactis","Streptococcus",
"Streptococcus thermophilus","Streptococcus",
"Streptococcus uberis","Streptococcus",
"Streptococcus dysgalactiae","Streptococcus",
"Streptococcus zooepidemicus","Streptococcus",
"Streptococcus hämolysierend","Streptococcus",
"Genus Enterococcus","Enterococcus","NRL-AR"
"Enterococcus faecalis","Enterococcus","NRL-AR"
"Enterococcus faecium","Enterococcus","NRL-AR"
"Genus Aerococcus","Aerococcus",
"Aerococcus viridans","Aerococcus",
"Gruppe komma- bis spiralförmiger gramnegativer Bakterien",,
"Genus Campylobacter","Campylobacter","NRL-Campy"
